month,year,county,amount,sales_type
04,2021,Adams,520818,medical
04,2021,Adams,13905945,retail
04,2021,Alamosa,,medical
04,2021,Arapahoe,17211160,retail
04,2021,Arapahoe,936589,medical
04,2021,Archuleta,1231801,retail
04,2021,Boulder,1199576,medical
04,2021,Bent,539816,retail
04,2021,Chaffee,,medical
04,2021,Boulder,11577842,retail
04,2021,Delta,,medical
04,2021,Chaffee,616994,retail
04,2021,Denver,18562052,medical
04,2021,Clear Creek,837242,retail
04,2021,Eagle,148555,medical
04,2021,Conejos,974060,retail
04,2021,El Paso,12618054,medical
04,2021,Costilla,632109,retail
04,2021,Fremont,,medical
04,2021,Crowley,,retail
04,2021,Garfield,124937,medical
04,2021,Denver,49268036,retail
04,2021,Gilpin,,medical
04,2021,Eagle,1675191,retail
04,2021,Grand,,medical
04,2021,El Paso,,retail
04,2021,Jefferson,1862011,medical
04,2021,Garfield,2554331,retail
04,2021,La Plata,,medical
04,2021,Gilpin,310364,retail
04,2021,Larimer,890313,medical
04,2021,Grand,637953,retail
04,2021,Las Animas,42419,medical
04,2021,Gunnison,652774,retail
04,2021,Mesa,,medical
04,2021,Huerfano,359979,retail
04,2021,Moffat,,medical
04,2021,Jefferson,6209176,retail
04,2021,Montezuma,,medical
04,2021,Lake,,retail
04,2021,Montrose,,medical
04,2021,La Plata,3869190,retail
04,2021,Morgan,,medical
04,2021,Larimer,9768952,retail
04,2021,Otero,,medical
04,2021,Las Animas,6339640,retail
04,2021,Park,,medical
04,2021,Mesa,3239417,retail
04,2021,Pitkin,,medical
04,2021,Moffat,1577721,retail
04,2021,Pueblo,1005294,medical
04,2021,Montezuma,3030807,retail
04,2021,Routt,,medical
04,2021,Montrose,,retail
04,2021,Saguache,,medical
04,2021,Morgan,1858539,retail
04,2021,San Miguel,,medical
04,2021,Otero,385901,retail
04,2021,Summit,,medical
04,2021,Ouray,1061412,retail
04,2021,Weld,412466,medical
04,2021,Park,632775,retail
