month,year,county,amount,sales_type
03,2019,Adams,756266,medical
03,2019,Adams,8196485,retail
03,2019,Alamosa,,medical
03,2019,Arapahoe,11006224,retail
03,2019,Arapahoe,803133,medical
03,2019,Archuleta,854243,retail
03,2019,Boulder,8011970,retail
03,2019,Boulder,1176332,medical
03,2019,Chaffee,491071,retail
03,2019,Chaffee,,medical
03,2019,Clear Creek,693843,retail
03,2019,Clear Creek,,medical
03,2019,Conejos,,retail
03,2019,Costilla,346503,retail
03,2019,Denver,12204058,medical
03,2019,Denver,35328169,retail
03,2019,Eagle,85720,medical
03,2019,Eagle,2048364,retail
03,2019,El Paso,8576412,medical
03,2019,El Paso,,retail
03,2019,Fremont,,medical
03,2019,Garfield,1940686,retail
03,2019,Garfield,160604,medical
03,2019,Gilpin,177017,retail
03,2019,Grand,,medical
03,2019,Grand,716797,retail
03,2019,Jefferson,1339825,medical
03,2019,Gunnison,698438,retail
03,2019,La Plata,,medical
03,2019,Huerfano,190779,retail
03,2019,Larimer,846068,medical
03,2019,Jefferson,4619785,retail
03,2019,Las Animas,39741,medical
03,2019,Lake,,retail
03,2019,Mesa,,medical
03,2019,La Plata,2291152,retail
03,2019,Moffat,,medical
03,2019,Larimer,6934865,retail
03,2019,Montezuma,44973,medical
03,2019,Las Animas,4235173,retail
03,2019,Montrose,,medical
03,2019,Mesa,1798281,retail
03,2019,Morgan,,medical
03,2019,Moffat,634643,retail
03,2019,Otero,,medical
03,2019,Montezuma,1891600,retail
03,2019,Park,,medical
03,2019,Morgan,,retail
03,2019,Pitkin,53366,medical
03,2019,Otero,,retail
03,2019,Pueblo,654207,medical
03,2019,Ouray,686123,retail
03,2019,Routt,149654,medical
03,2019,Park,407207,retail
03,2019,San Miguel,,medical
03,2019,Pitkin,1617563,retail
03,2019,Sedgwick,,medical
03,2019,Pueblo,6165091,retail
03,2019,Summit,90465,medical
03,2019,Routt,1248490,retail
03,2019,Weld,324054,medical
03,2019,Saguache,170926,retail
03,2019,Sum of NR Counties,792987,medical
03,2019,San Juan,,retail
